company_name,description,current_stage,partners,founders,sectors,first_partnered_stage,first_partnered_year,first_partnered_date,initial_investment_type,exit_type,exit_description,company_profile_url,company_url,twitter_url,logo_url,image_url,source_url,scraped_at
Turbine,AI driven drug discovery,Early Stage,Barath Shankar Subramanian,Szabolcs Nagy; Daniel Veres; Kristóf Szalay,,Early Stage,2020,2020,seed,,,https://www.accel.com/companies/turbine,https://turbine.ai/,,https://cdn.sanity.io/images/458oembh/production/43d3aabe799dc2af1241d19bd340984da252afce-184x47.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Tweed,End-to-end web3 payment solution,Early Stage,Andrei Brasoveanu,Julie Tauber; Michelle Latzer; Udi Hakim,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/tweed,https://www.paytweed.com/,,https://cdn.sanity.io/images/458oembh/production/3ac67456210e5442f265d9ef21f996e381d4025b-453x91.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
USPL Wrogn,Marketplace for celebrity endorsed apparel and accessories,Early Stage,Mahendran Balachandran; Sameer Gandhi,Anjana Reddy,,Early Stage,2012,2012,series-a,,,https://www.accel.com/companies/uspl,https://www.usplworld.com/,https://twitter.com/staywrogn,https://cdn.sanity.io/images/458oembh/production/10d7a8b8d8541097547f5a223952d4f4c4432dc2-1477x255.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
UUNET Technologies,ommercial Internet service provider,Early Stage,Arthur Patterson,Rick Adams,,Early Stage,1993,1993,series-a,IPO,NASDAQ: UUNT,https://www.accel.com/companies/uunet-technologies,,,https://cdn.sanity.io/images/458oembh/production/dd7d9c0b59755e98d54089f78a3bdba338514e07-1195x456.svg,https://cdn.sanity.io/images/458oembh/production/c6bed56ffaa8f9a989de2b1cee7af89244295cb9-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Ubiquisys,Developer of intelligent 3G and LTE small cells,Early Stage,Martin Gibson,,,Early Stage,,,series-a,Acquired,by Cisco,https://www.accel.com/companies/ubiquisys,,,https://cdn.sanity.io/images/458oembh/production/6c65be831f4773030d4ab84f84265f1b2e72094c-192x46.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
UiPath,Robotic process automation and AI software,Early Stage,Rich Wong; Philippe Botteri; Miles Clements,Daniel Dines; Marius Tirca,,Early Stage,2017,2017,series-a,IPO,NYSE: PATH,https://www.accel.com/companies/uipath,http://www.uipath.com,https://twitter.com/uipath,https://cdn.sanity.io/images/458oembh/production/3d3d7a1b222cac4f9d70dea0c24026690508773d-295x110.svg,https://cdn.sanity.io/images/458oembh/production/878fa06f21bb353be2c98eec0de5f27f821c2726-738x675.png,https://www.accel.com/companies,2026-05-29T18:35:24Z
Uni Cards,Credit card company,Early Stage,Prayank Swaroop,Laximikant Vyas; Nitin Gupta; Prateek Jindal,,Early Stage,2020,2020,series-a,,,https://www.accel.com/companies/uni-cards,https://www.uni.cards/,https://twitter.com/cards_uni,https://cdn.sanity.io/images/458oembh/production/229331f9bfb02aae8458faf0c49a0301d7fb82eb-93x33.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Uniqode,Cloud-based mobile marketing platform for physical-to-digital experience management,,Shekhar Kirani,Sharat Potharaju; Ravi Pratap,,,,,,,,https://www.accel.com/companies/uniqode,http://www.mobstac.com,https://twitter.com/beaconstac,https://cdn.sanity.io/images/458oembh/production/ee268033162554bdb550a49fe3a6c0ecc354b1e7-1087x215.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Unit,Financial infrastructure platform for tech companies,Late Stage,Amit Kumar,Itai Damti; Doron Somech,,Late Stage,2021,2021,,,,https://www.accel.com/companies/unit,https://www.unit.co/,,https://cdn.sanity.io/images/458oembh/production/33e67f33ccf55564270cac73b4d11804b1f01163-67x37.svg,https://cdn.sanity.io/images/458oembh/production/b91e0ed59208be60bd8ba61ac17074a808034f12-720x719.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
UnitQ,AI-enabled quality monitoring platform,Late Stage,Andrew Braccia; Ben Fletcher,Christian Wiklund; Niklas Lindstrom,,Late Stage,2021,2021,,,,https://www.accel.com/companies/unitq,https://www.unitq.com/,,https://cdn.sanity.io/images/458oembh/production/2f9e8c5c768bb97060f91125b4473c1e1de255ab-610x200.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Unmannd,Developer and manufacturer of drones,Early Stage,,Yeshwanth Reddy; Hemaditya Prasad,,Early Stage,2025,2025,seed,,,https://www.accel.com/companies/unmannd,https://www.unmannd.com/,,https://cdn.sanity.io/images/458oembh/production/8d932210d226633555269f61699547c399254fc7-1920x287.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Uppercase,D2C sustainable travel accessories,Early Stage,Barath Shankar Subramanian,Sudip Ghose; Uday Sodhi; Arnob Mondal; Dheeraj Goyal; Nidhi Rajora,,Early Stage,2024,08/20/2024,,,,https://www.accel.com/companies/uppercase,https://uppercase.co.in/,,https://cdn.sanity.io/images/458oembh/production/45259e9260c9b1a688a12e3aff080634e31b6bdb-500x109.heif,,https://www.accel.com/companies,2026-05-29T18:35:24Z
UrbanCompany,At-home professional service provider marketplace,Early Stage,Abhinav Chaturvedi,Abhiraj Bhal; Varun Khaitan; Raghav Chandra,,Early Stage,2015,2015,series-a,,,https://www.accel.com/companies/urbancompany,http://www.urbancompany.com,https://twitter.com/urbancompany_UC,https://cdn.sanity.io/images/458oembh/production/7d0f7aa0faaccb2e95fe6a3bc5351878895a00b1-527x148.svg,https://cdn.sanity.io/images/458oembh/production/acd4342d5d6d0c89eeb4ff470c17f948e380f629-4288x3756.png,https://www.accel.com/companies,2026-05-29T18:35:24Z
UserTesting,On-demand customer insight platform for developers,,Amit Kumar; Andrew Braccia,Andy MacMillan (CEO); Darrell Benatar; Dave Garr,,,2014,2014,,IPO,NYSE: USER,https://www.accel.com/companies/usertesting,http://www.usertesting.com,https://twitter.com/usertesting,https://cdn.sanity.io/images/458oembh/production/63f5695366938a6f35f2310edbf2a455d0ee719c-800x233.png,https://cdn.sanity.io/images/458oembh/production/aa1c3e1b2025452efeab706a96cea5131ed47127-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
VComply,"Integrated governance, risk and compliance management",Early Stage,Dinesh Katiyar,Harshvardhan Kariwala,,Early Stage,2019,2019,seed,,,https://www.accel.com/companies/vcomply,http://www.v-comply.com,https://twitter.com/V_Comply,https://cdn.sanity.io/images/458oembh/production/379e04e73af6892a0a5a395980b328b530be8e1c-138x34.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
VISO,End-to-end computer vision infrastructure.,Early Stage,Andrei Brasoveanu,Nico Klingler; Gaudenz Boesch,,Early Stage,2023,2023,seed,,,https://www.accel.com/companies/viso,https://viso.ai/,https://twitter.com/viso_ai,https://cdn.sanity.io/images/458oembh/production/e3cb518fc566e1dc7972c320c04784f646312e48-599x139.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
VSCO,Community-driven media creation and discovery,Early Stage,Ryan Sweeney,Joel Flory; Greg Lutze; Eric Wittma (CEO),,Early Stage,2014,2014,series-a,,,https://www.accel.com/companies/vsco,http://www.vsco.co,https://twitter.com/vsco,https://cdn.sanity.io/images/458oembh/production/fdc440faee615be74560c709de0a28bc5d52fec8-1638x509.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Val Town,The social JavaScript notebook for APIs,Early Stage,Daniel Levine,Steve Krouse,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/val-town,https://www.val.town/,,https://cdn.sanity.io/images/458oembh/production/856ef7fa7cdff85dd6174d1ea75a061c78252bf5-454x91.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Varonis Systems,Actionable data governance solutions,Early Stage,Kevin Comolli,,,Early Stage,2004,2004,series-a,IPO,NASDAQ: VRNS,https://www.accel.com/companies/varonis-systems,http://www.varonis.com,,https://cdn.sanity.io/images/458oembh/production/596ca2455cf27d5f96a185c64c2c30f0fea17179-60x10.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Vaya,AI-driven Vedic astrology platform,Early Stage,Manasi Shah,Maahin Puri; Nitesh Kumar Niranjan,,Early Stage,2025,2025,seed,,,https://www.accel.com/companies/vaya,https://vaya.so/,,https://cdn.sanity.io/images/458oembh/production/c4b14e55bb739a21dc26567cf46eb442da3043b5-1915x775.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Vectra,AI-powered threat detection and response cybersecurity platform,Early Stage,Eric Wolford,Hitesh Sheth (CEO),,Early Stage,2014,2014,,,,https://www.accel.com/companies/vectra,http://www.vectra.ai,https://twitter.com/Vectra_AI,https://cdn.sanity.io/images/458oembh/production/b97a1ce3f3dc171e8f952744d9d8935ce9ec28e8-575x113.svg,https://cdn.sanity.io/images/458oembh/production/8a337caab57d0a47ab21f99fdd7dbc1a69855524-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Vedantu,Interactive online tutoring for students,Early Stage,Anand Daniel,Vamsi Krishna; Pulkit Jain; Anand Prakash,,Early Stage,2015,2015,series-a,,,https://www.accel.com/companies/vedantu,http://www.vedantu.com,https://twitter.com/vedantu_learn,https://cdn.sanity.io/images/458oembh/production/b3d659f7fae235aba6ecf80ad3332eefa6ed5a47-1074x290.svg,https://cdn.sanity.io/images/458oembh/production/422f3b579c839d74890458a5a53bed2fa35db4be-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Vega Security,Cybersecurity services for cyberattack detection,Early Stage,Andrei Brasoveanu,Shay Sandler; Eli Rozen,,Early Stage,2025,2025,series-a,,,https://www.accel.com/companies/vega-security,https://vega.io/,,https://cdn.sanity.io/images/458oembh/production/8a1c5b07fcc318d3943c9537913e18ee82139c52-401x126.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Venmo,Mobile payment solutions for consumers‍,Early Stage,Sameer Gandhi; John Locke; Ryan Sweeney,Andrew Kortina; Iqram Magdon-Ismail,,Early Stage,2010,2010,seed,Acquired,by Braintree/PayPal,https://www.accel.com/companies/venmo,http://www.venmo.com,https://twitter.com/venmo,https://cdn.sanity.io/images/458oembh/production/aac818dfe9f78f9a56614d3302ddf9f9d9809ea0-577x110.svg,https://cdn.sanity.io/images/458oembh/production/898fe32d080cd5655dc983ba92831b119e36806b-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Venue,Powering internal meetings that inspire and engage remote-first teams,Early Stage,Sara Ittelson,Jason Goldlist; Frank Poon; Pei Li; Danilo Cabello,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/venue,http://venue.live,https://twitter.com/TryVenueLive,https://cdn.sanity.io/images/458oembh/production/d9424eeec4004659d5e2fa8d6ea6596ce57fbeea-421x96.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Venwiz,B2B platform for manufacturers and skilled service vendors,Early Stage,Barath Shankar Subramanian,Rajesh Reddy; Sandesh Paturi,,Early Stage,2021,2021,seed,,,https://www.accel.com/companies/venwiz,https://www.venwiz.com/,,https://cdn.sanity.io/images/458oembh/production/c9b83793073a6d25e88c380fdb090ccc84e971f1-786x189.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Vercel,Frontend cloud provider for developer experience and infrastructure ‍,Early Stage,Daniel Levine; Casey Aylward,Guillermo Rauch,,Early Stage,2018,2018,series-a,,,https://www.accel.com/companies/vercel,https://vercel.com/,https://twitter.com/vercel,https://cdn.sanity.io/images/458oembh/production/902311c0246831a4baf8f97f37a0709b7668d55f-2048x407.svg,https://cdn.sanity.io/images/458oembh/production/b1283c707c648868698edf10517feff12d6b3264-720x720.heif,https://www.accel.com/companies,2026-05-29T18:35:24Z
Veriff,AI-powered Identity Verification platform,Late Stage,Matt Weigand,Kaarel Kotkas; Janer Gorohhov,,Late Stage,2021,2021,,,,https://www.accel.com/companies/veriff,https://www.veriff.com/,,https://cdn.sanity.io/images/458oembh/production/2874b11f2cbbae58ed79f23e6e3b200c134e0ed3-86x24.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Veritas Software,Multi-cloud data management,,Arthur Patterson,Eli Alon; Dale Shipley,,,1983,1983,,IPO,NASDAQ: VRTS,https://www.accel.com/companies/veritas-software,,,https://cdn.sanity.io/images/458oembh/production/aeb495c0cff48a832874f43d2be142ba99c2265e-422x79.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Veza,Data security platform,Early Stage,Eric Wolford,Maohua Lu; Tarun Thakur; Rob Whitcher,,Early Stage,2022,2022,,,,https://www.accel.com/companies/veza,https://www.veza.com/,https://www.linkedin.com/company/veza/,https://cdn.sanity.io/images/458oembh/production/8b52f67562488810c570ad268c0214af3d15ba88-6221x1642.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Viktor,AI coworker embedded in Slack and Teams,Early Stage,Zhenya Loginov,Fryderyk Wiatrowski; Peter Albert,,Early Stage,2026,2026,series-a,,,https://www.accel.com/companies/viktor,https://getviktor.com/,,https://cdn.sanity.io/images/458oembh/production/6efe3f2cb9082d1c9815410ec127f1a660230b52-80x24.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Vinculum,Omnichannel retailing for SaaS-based products,Early Stage,Mahendran Balachandran,Venkataramana Nott; Annajee Nott; Deepak Singla; Piyush Madan,,Early Stage,2010,2010,series-a,,,https://www.accel.com/companies/vinculum,http://www.vinculumgroup.com,https://twitter.com/Vin_Omnichannel,https://cdn.sanity.io/images/458oembh/production/f554738d76b7f17853d179b1557421ecb900ee8b-486x97.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Vinted,Online marketplace for swapping secondhand clothing and accessories,Early Stage,Harry Nelis,Thomas Plantenga (CEO); Milda Mitkute; Justas Janauskas,,Early Stage,2013,2013,series-a,,,https://www.accel.com/companies/vinted,http://www.vinted.fr,https://twitter.com/vinted,https://cdn.sanity.io/images/458oembh/production/18201354609a4c0dfb6969e922c4c5faef53974b-190x110.svg,https://cdn.sanity.io/images/458oembh/production/d74343ef213fc4dc46e2667a694d84c507580786-759x1038.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Virgio,D2C fashion brand,Early Stage,Subrata Mitra,Amar Nagaram,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/virgio,http://virgio.com,,https://cdn.sanity.io/images/458oembh/production/51f75bb87579b733356bb767c79975aad6cec4d1-76x32.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Vivun,Presales workflow tool,Early Stage,Steve Loughlin,Matthew Darrow; Dominique Darrow; John Bruce; Claire Bruce; Joseph Miller,,Early Stage,2020,2020,series-a,,,https://www.accel.com/companies/vivun,http://vivun.com/,https://twitter.com/Vivun_Inc,https://cdn.sanity.io/images/458oembh/production/b4bead43b16a199cdb67aede63591bca53b10d42-808x194.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
VoiceOps,Coaching enablement solution for call centers,,Steve Loughlin,Ethan Barhydt; ‍,,,,,,,,https://www.accel.com/companies/voiceops,https://voiceops.com/,,https://cdn.sanity.io/images/458oembh/production/6e403a371655036846ed0af616c623e794fd9797-1200x245.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
VoidZero,Next Generation Frontend Tooling,Early Stage,Casey Aylward,Evan You,,Early Stage,2023,09/08/2023,seed,,,https://www.accel.com/companies/voidzero,https://voidzero.dev/,,https://cdn.sanity.io/images/458oembh/production/6b6ffd687842c4ff79db4ecd0bac9ed5cc6e7809-326x103.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Vorlon,Third-party API security,Early Stage,Steve Loughlin,Amir Khayat; Amichay Spivak,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/vorlon,https://vorlonsecurity.com/,,https://cdn.sanity.io/images/458oembh/production/86ffc34daadd813ef4a9ad62c995594c935928c4-356x85.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Vox Media,Digital media company,Early Stage,Andrew Braccia,Jim Bankoff (CEO); Tyler Bleszinski; Jerome Armstrong; Markos Moulitsas,,Early Stage,2008,2008,series-a,,,https://www.accel.com/companies/vox-media,http://www.voxmedia.com,https://twitter.com/voxmediainc,https://cdn.sanity.io/images/458oembh/production/109d2198b252151d9ba8045b236c6f9d90aa38dc-400x54.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
WIBMO,"Payment and processing services for individuals, merchants and banks",Early Stage,Subrata Mitra,Govind Setlur; Veena Mistry,,Early Stage,2009,2009,series-a,Acquired,by Payu,https://www.accel.com/companies/wibmo,http://www.wibmo.co/,https://twitter.com/wibmopay/,https://cdn.sanity.io/images/458oembh/production/aac50bea216c59f4018799f4eb729f693a866cf5-1506x552.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Wallapop,Local mobile marketplace for secondhand goods ‍,Early Stage,Sonali De Rycker,Rob Cassedy (CEO); Agustin Gomez; Gerard Olivé; Miguel Vicente,,Early Stage,2014,2014,series-a,,,https://www.accel.com/companies/wallapop,http://www.wallapop.com,https://twitter.com/wallapop,https://cdn.sanity.io/images/458oembh/production/08d72123ce59f237faa1818024a47edaef3d8b56-1116x285.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Weaveworks,Tool for the connecting and management of containers and microservices,Early Stage,Adrian Colyer; Kevin Comolli,Brandon Rodman; Jared Rodman; Clint Berry,,Early Stage,2014,2014,series-a,,,https://www.accel.com/companies/weaveworks,http://www.weave.works,https://twitter.com/weaveworks,https://cdn.sanity.io/images/458oembh/production/025dd0954ae1114500c03dceec76e3808f6f23bd-536x86.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Webflow,AI-powered website experience platform,Early Stage,Arun Mathew; Ben Fletcher,Vlad Magdalin; Sergie Magdalin; Bryant Chou; Linda Tong (CEO),,Early Stage,2019,2019,series-a,,,https://www.accel.com/companies/webflow,http://www.webflow.com,https://twitter.com/webflow,https://cdn.sanity.io/images/458oembh/production/ad396b4a5346ccadec9640de9d48c1eb7f2fb192-1080x180.svg,https://cdn.sanity.io/images/458oembh/production/53f7e4d55f2897965623cf0bd51795167ab84af3-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Webroot,cybersecurity and security intelligence services,Early Stage,,,,Early Stage,2005,2005,series-a,Acquired,by Carbonite,https://www.accel.com/companies/webroot,http://www.webroot.com,,https://cdn.sanity.io/images/458oembh/production/d2c30cb53db94f39a73339445e8f493f7d8909ef-419x42.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Welcome,AI-powered travel planning platform,Early Stage,Sameer Gandhi,Matthew Rosenberg,,Early Stage,2021,2021,seed,Acquired,by Dorsia,https://www.accel.com/companies/welcome,https://welco.me/,https://twitter.com/welcodotme,https://cdn.sanity.io/images/458oembh/production/fd40fab11963ddae032df68f2a8857aa94ec8b4b-267x93.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
